sexo,idade,faixa_etaria,cor_raca,escolaridade,horas_trabalho_por_semana,portador_de_deficiencia,tamanho_da_empresa,tempo_no_emprego,remuneracao,id
1,44,6,99,9,40,0,10,236.9,4050.29,164558
2,41,6,8,7,44,0,4,76.6,1819.95,1912741
1,34,5,9,7,44,0,7,0.5,629.51,1371440
1,40,6,8,8,44,0,9,121.9,2220.53,693104
1,26,4,8,7,44,0,9,50.5,1281.9,643122
1,34,5,8,9,44,0,3,23.7,3138.17,2330179
1,33,5,4,7,44,0,8,52.5,2129.95,62049
2,41,6,99,7,30,0,10,185.7,3543.56,1844157
1,46,6,8,7,44,0,3,9.9,1766.23,992332
2,52,7,2,9,6,0,5,206.9,1976.77,2067749
2,28,4,99,7,30,0,10,66.1,8711.41,1849340
2,34,5,99,7,40,0,10,127.1,2192.94,219672
1,39,5,8,9,44,0,4,227.9,13605.98,2334766
1,31,5,8,6,44,0,2,8.1,1041.7,38638
1,31,5,8,7,44,0,9,149.3,1700.03,1500193
1,21,3,8,7,44,0,5,13.1,1158.39,59607
1,27,4,4,8,40,0,10,1.8,3078.02,1598728
1,46,6,8,4,44,0,4,112.9,1637.4,15747
1,53,7,99,5,44,0,5,197.9,1631.08,2227299
2,40,6,8,5,44,0,8,74.0,1812.63,180840
1,39,5,8,6,44,0,2,40.7,2580.74,2241396
1,18,3,9,7,44,0,2,9.9,1488.14,125519
1,41,6,99,4,30,0,7,86.9,1283.14,2220100
1,39,5,8,7,44,0,9,163.2,2665.58,636055
2,42,6,99,9,40,0,10,189.7,5587.55,2446469
1,54,7,9,7,44,0,7,3.7,2043.62,1508116
2,21,3,8,7,24,0,9,4.9,965.37,213059
2,34,5,8,9,44,0,5,82.4,1949.54,2209752
2,52,7,9,7,36,0,5,40.9,1475.3,858500
1,50,7,99,6,16,0,8,200.0,1258.75,2103252
1,53,7,99,9,40,0,10,212.2,6789.33,2150390
2,48,6,8,9,44,0,9,69.9,3245.45,1069876
2,37,5,99,5,40,0,10,188.6,1355.52,1033086
1,31,5,8,6,44,0,4,51.8,6957.06,2241858
2,23,3,99,7,40,0,8,34.1,1066.92,1873742
2,28,4,9,9,44,0,6,84.8,1218.69,924504
2,24,3,8,7,44,0,3,21.9,1143.03,263134
1,44,6,99,9,30,0,10,3.3,4851.79,719698
1,40,6,99,9,30,0,10,193.2,5232.23,1620608
1,48,6,2,7,44,0,5,10.9,1517.27,131638
1,21,3,4,4,44,0,5,0.9,1395.79,12595
2,40,6,99,7,40,0,10,18.8,1929.34,228933
2,23,3,8,9,44,0,2,70.9,888.2,416507
2,34,5,99,11,25,0,10,22.1,2718.21,1077126
2,21,3,8,7,43,0,4,3.0,1232.04,899018
1,39,5,8,7,44,0,9,38.1,2404.22,1388342
1,66,8,2,9,44,0,6,247.8,31046.63,1652621
2,42,6,99,7,30,0,10,84.7,1782.38,809139
1,22,3,9,7,44,0,3,2.8,1102.03,1415947
2,54,7,8,9,20,0,4,118.7,1730.58,978672
2,33,5,8,7,36,0,2,67.3,1978.41,2408184
1,40,6,2,7,44,0,4,10.9,2034.9,2248600
2,38,5,2,9,25,0,7,64.9,2407.89,1069672
1,49,6,8,7,36,0,7,6.9,1695.63,47946
1,52,7,2,7,44,0,7,76.7,1901.8,1529763
1,67,8,99,4,44,0,9,227.0,1595.05,1126512
2,31,5,8,7,44,0,5,74.7,1892.65,1756875
1,47,6,8,8,44,0,9,213.3,7305.61,1604103
1,19,3,8,5,44,0,10,6.1,1326.2,2233023
1,25,4,8,7,44,0,3,9.4,1981.37,2270014
2,31,5,8,9,30,0,6,11.3,1340.29,286899
2,29,4,8,7,44,1,4,11.9,1470.54,1944587
1,42,6,2,5,44,0,4,9.7,942.3,468795
1,33,5,8,9,44,0,6,13.8,1345.86,1647084
1,49,6,99,7,30,0,10,341.9,4667.75,1290136
1,23,3,8,7,44,0,10,10.9,1247.41,676855
2,48,6,8,7,44,0,5,13.9,1040.39,1827221
2,27,4,99,9,30,0,10,8.2,8828.46,2050697
1,33,5,8,7,44,0,4,3.6,1043.78,344857
1,42,6,8,7,44,0,3,1.2,1297.65,77068
1,23,3,2,5,44,0,3,19.9,1054.52,462053
1,58,7,8,5,44,0,10,32.9,1463.72,1204473
1,45,6,99,7,40,0,10,260.9,3479.74,1311766
1,69,8,8,4,22,0,4,26.9,623.22,2224773
2,48,6,2,7,44,0,10,30.3,1183.18,838312
2,48,6,2,7,44,0,3,39.8,1384.12,225901
1,39,5,99,7,40,0,10,174.9,1273.06,556666
2,57,7,99,7,30,0,10,148.6,2120.42,846181
2,26,4,8,7,22,0,2,10.6,934.74,407044
2,49,6,99,9,30,0,9,358.4,2387.8,960860
2,34,5,8,7,44,0,9,29.2,1487.14,887811
2,33,5,2,7,30,0,5,6.1,2899.76,832001
1,28,4,99,9,40,0,10,77.5,13134.39,372780
2,47,6,99,7,30,0,10,142.6,1233.58,1803262
2,26,4,2,7,44,0,7,45.7,1511.68,413016
1,31,5,8,6,44,0,5,2.5,1370.68,484818
1,34,5,8,7,36,0,5,66.9,1859.8,1000155
2,35,5,2,9,36,0,4,2.1,2035.03,2091773
1,33,5,8,7,44,0,5,73.9,1751.96,498524
1,34,5,9,7,44,0,6,22.9,1276.52,2275873
1,29,4,99,7,30,0,10,109.7,6371.76,524226
1,28,4,8,7,44,0,10,2.4,2434.44,2303896
1,45,6,99,5,30,0,6,213.8,2182.82,1179030
1,29,4,9,7,44,0,3,9.5,1794.65,1297211
2,45,6,99,10,40,0,10,91.4,7326.27,2210469
1,23,3,2,6,44,0,5,2.3,2497.31,1229839
2,33,5,2,9,7,0,5,11.8,629.56,2036629
2,37,5,99,7,40,0,10,198.7,1507.43,230607
1,22,3,8,7,44,0,5,4.7,1082.73,574749
1,43,6,8,7,44,0,8,23.9,2406.17,1438959
2,55,7,99,9,40,0,10,429.9,4925.85,2190159
1,48,6,99,7,30,0,9,297.8,14459.83,531927
2,37,5,4,8,44,0,2,35.9,1041.52,1965262
1,44,6,8,7,44,0,8,173.5,2230.73,100808
2,45,6,99,9,40,0,10,222.1,4311.14,2454138
1,33,5,8,7,38,0,9,43.9,1605.72,558281
2,34,5,8,8,44,0,8,90.5,1233.5,906431
1,40,6,8,4,44,0,9,112.9,1336.43,1151382
1,46,6,2,9,40,0,7,4.4,5174.3,749429
1,61,7,2,5,36,0,8,19.9,2537.72,988573
1,34,5,8,7,44,0,3,30.9,1612.82,1336055
2,45,6,8,7,44,0,5,16.5,1408.99,2416305
1,46,6,8,9,44,0,9,167.1,7326.13,1618470
1,35,5,99,9,40,0,10,70.6,11135.15,1645112
2,34,5,99,9,25,0,10,21.3,2575.73,421024
2,49,6,99,9,40,0,8,202.9,5257.0,2207133
1,20,3,8,7,0,0,5,4.8,754.02,1419852
2,35,5,99,9,40,0,9,95.3,16925.99,2421085
2,63,7,99,5,30,0,10,368.9,1622.98,1730186
1,30,5,8,3,44,0,9,107.3,1892.23,446199
2,32,5,99,9,40,0,10,17.2,629.56,2195499
2,64,7,2,9,24,0,9,29.7,1861.85,1977282
2,38,5,8,7,44,0,6,42.8,1515.92,1944758
1,29,4,99,7,40,0,10,28.9,3878.05,998251
1,33,5,8,7,44,0,3,175.9,1645.4,1298272
1,26,4,9,7,44,0,3,21.2,2248.45,136519
1,36,5,8,6,44,0,8,4.8,1163.14,482199
1,45,6,8,7,44,0,2,40.9,1567.71,1498542
1,29,4,8,7,44,0,6,20.6,1350.71,2125357
2,50,7,99,9,44,0,9,380.6,7824.42,1998190
1,32,5,8,6,44,0,3,44.6,1974.35,329695
2,39,5,8,9,40,0,8,1.8,2171.34,963253
2,23,3,8,7,44,0,9,20.7,1235.93,897896
1,20,3,8,7,44,0,10,4.4,1733.96,596205
1,58,7,99,7,30,0,9,442.9,15838.33,542266
1,25,4,99,7,44,0,10,22.9,1042.65,60014
1,54,7,99,7,40,0,10,430.9,14143.82,559448
2,34,5,9,7,36,0,4,70.9,1709.1,1052326
1,37,5,8,7,44,0,5,29.4,1910.82,114635
1,31,5,8,7,44,0,10,3.9,1480.93,649425
1,51,7,99,7,30,0,10,275.5,7401.42,1315584
2,51,7,99,9,30,0,9,153.6,6723.75,2068124
1,44,6,99,7,30,0,7,142.6,2173.42,2283931
2,31,5,2,7,36,0,6,129.9,2123.46,267659
1,29,4,2,9,30,0,4,96.9,3575.86,2139776
1,37,5,8,7,33,0,9,69.6,2535.58,654345
2,49,6,99,9,30,0,10,216.1,11427.59,2051382
2,33,5,99,7,36,0,9,165.9,1556.68,1909151
1,35,5,9,7,44,0,6,3.7,1294.14,590410
1,31,5,99,10,40,0,10,76.5,12295.01,171937
1,26,4,8,7,44,0,8,16.6,4165.04,1521528
1,29,4,99,7,40,0,10,53.9,5372.7,1542607
2,41,6,8,7,44,0,2,10.8,1490.75,248236
2,32,5,8,7,44,0,5,2.3,1152.12,1831917
1,36,5,2,7,44,0,6,30.9,2945.24,1398309
2,49,6,99,7,40,0,9,7.9,1044.91,827463
2,43,6,99,9,44,0,8,95.9,3651.3,433164
1,28,4,8,7,36,0,9,12.8,1492.03,605383
1,26,4,9,7,44,0,2,11.0,1205.86,361136
1,37,5,8,9,42,0,9,102.9,7248.94,746662
1,31,5,99,9,36,0,10,11.3,5045.69,1028145
1,34,5,2,7,44,0,2,69.4,1312.11,1545211
2,25,4,9,7,44,0,3,0.6,755.51,1048392
1,39,5,8,6,40,0,10,23.9,1042.82,1226426
2,47,6,99,9,40,0,10,126.7,1445.24,2450243
1,27,4,8,7,44,0,7,70.9,2839.27,1503602
1,37,5,8,7,40,0,7,57.9,2161.54,675265
1,49,6,99,3,30,0,8,274.6,1377.29,1107004
1,30,5,2,7,44,0,6,14.4,1558.41,1270595
2,38,5,99,9,30,0,10,75.6,2827.95,941709
2,27,4,8,7,44,0,7,19.9,2024.88,826805
1,57,7,8,7,44,0,3,3.4,1770.42,2248153
1,27,4,9,7,44,0,5,3.4,928.75,1292110
1,53,7,8,6,42,0,10,1.9,2066.66,1248723
1,62,7,99,2,40,0,9,394.9,6335.1,2640
2,31,5,9,9,40,0,10,1.4,2272.15,2454433
1,36,5,8,9,30,0,6,119.3,9203.6,1663630
1,54,7,2,7,44,0,3,81.9,2037.43,572648
1,69,8,2,1,44,0,3,3.9,1612.79,1080080
1,25,4,8,6,44,0,2,3.8,1584.82,35534
1,32,5,2,7,44,0,3,24.9,1737.25,675611
1,46,6,99,7,30,0,10,75.4,1662.77,585147
2,29,4,8,8,44,0,4,26.0,1922.71,274067
1,58,7,8,4,44,0,6,52.9,5758.89,1117740
1,45,6,9,7,0,0,5,16.4,2809.49,2305391
2,31,5,9,9,40,0,10,20.9,10266.03,2436266
2,61,7,99,9,40,0,10,138.9,11534.38,291966
1,51,7,99,9,25,0,10,261.6,5570.59,1617538
1,58,7,8,7,44,0,7,270.9,5460.4,1566284
1,34,5,8,2,44,0,5,20.9,1436.32,441886
1,48,6,99,5,30,0,10,314.9,4107.84,1160164
2,54,7,99,7,40,0,10,346.4,1770.53,392662
2,39,5,8,7,44,0,7,173.5,2716.27,409893
2,49,6,8,9,44,0,5,11.9,3103.3,2023388
1,62,7,99,7,30,0,10,373.5,19522.85,508062
1,31,5,9,7,44,0,7,71.2,1488.96,1398956
2,36,5,8,7,44,0,3,6.2,1388.51,2370328
2,51,7,99,9,25,0,10,21.3,2165.37,421258
1,42,6,8,7,44,0,5,6.9,1588.4,128665
1,43,6,8,9,44,0,4,38.9,1868.74,741297
2,46,6,1,5,44,0,10,128.2,1291.83,2159716
2,32,5,99,7,36,0,9,11.6,2605.74,1771030
2,30,5,2,7,44,0,5,4.2,1682.35,1928063
2,26,4,99,9,30,0,10,8.2,8650.5,1998788
2,36,5,99,7,40,0,7,177.6,6744.19,2174664
1,48,6,99,9,37,0,9,117.9,4621.2,1653994
1,41,6,8,9,40,0,7,7.8,6497.48,1637096
2,37,5,8,7,44,0,5,1.9,1197.13,794863
1,32,5,99,7,30,0,10,109.7,6270.69,519231
2,58,7,8,7,44,0,5,76.9,1811.47,863738
1,41,6,4,2,44,0,8,2.8,1557.23,1099072
1,38,5,8,7,22,0,4,76.9,1104.01,2111694
1,40,6,8,3,44,0,4,53.8,2659.9,1115167
1,22,3,8,7,44,0,2,16.9,939.92,2271769
1,28,4,8,5,44,0,2,17.9,1259.85,1213798
1,32,5,8,5,44,1,9,4.4,997.48,469212
1,29,4,99,9,40,0,10,20.9,3963.45,1028704
2,20,3,4,4,44,0,10,29.3,1140.95,179392
1,41,6,8,7,44,0,9,16.7,1972.33,622246
1,40,6,99,7,40,0,10,46.2,1519.26,608604
1,30,5,8,4,44,0,10,27.8,1468.26,1146877
1,48,6,8,4,44,0,7,19.5,1048.0,1154473
1,41,6,99,7,29,0,10,261.9,9919.3,2125078
2,45,6,8,7,28,0,9,4.9,2435.21,1037920
2,33,5,99,9,30,0,10,94.5,5924.27,2190295
2,39,5,8,7,44,0,7,81.9,1051.88,406626
2,38,5,8,7,44,0,6,33.8,2923.5,2174037
1,42,6,8,9,44,0,5,140.9,3749.76,706893
1,50,7,8,7,44,0,10,5.3,3123.22,1516229
2,37,5,8,7,44,0,4,1.9,1666.14,1835433
2,56,7,2,7,44,0,2,0.9,1178.91,1820391
2,24,3,8,9,36,0,9,4.6,4513.53,2091033
1,26,4,8,6,44,0,9,4.3,989.73,1234668
2,40,6,99,7,36,0,10,76.9,1512.22,1806745
2,42,6,2,9,30,0,3,158.9,5552.65,1070434
2,28,4,9,7,40,0,10,10.3,1007.97,1869073
1,27,4,99,7,40,0,10,66.2,1514.82,1298627
2,71,8,99,7,40,0,10,462.7,5248.16,216923
1,31,5,8,7,44,0,10,2.9,5599.06,646846
2,23,3,8,8,44,0,8,2.5,2440.11,275973
1,42,6,99,7,40,0,5,212.6,1596.62,2267758
1,40,6,8,7,44,0,10,14.5,2527.81,587031
1,43,6,99,7,40,0,8,6.8,1485.23,2314732
2,43,6,99,7,20,0,10,155.7,4809.57,1765761
2,31,5,8,7,44,0,7,9.4,2115.31,1931239
1,40,6,8,7,44,0,9,122.2,2415.48,621369
2,51,7,99,9,40,0,9,184.9,5261.88,2431973
2,48,6,99,9,40,0,8,2.1,4431.82,2207961
1,42,6,99,9,30,0,10,10.8,3824.12,171168
2,21,3,2,8,40,0,7,10.3,1935.36,275911
1,49,6,8,7,44,0,9,1.2,1131.2,1408618
1,47,6,8,6,44,0,6,47.6,1003.56,1239993
1,24,3,2,7,44,0,8,19.3,1030.0,1016151
1,39,5,8,7,44,0,5,14.9,4572.43,1574174
1,22,3,8,7,44,0,8,17.7,1357.65,677003
1,47,6,99,7,30,0,10,317.9,4253.24,1290276
2,26,4,2,8,44,0,2,16.9,2091.54,2418217
2,36,5,99,8,30,0,10,66.6,2517.71,413994
2,49,6,99,9,30,0,10,95.5,3976.76,2024469
2,59,7,99,7,40,0,10,95.9,1044.02,1036831
1,19,3,8,6,28,0,8,4.2,517.22,36694
1,77,8,2,6,44,0,5,91.4,1610.24,481626
1,39,5,8,7,42,0,10,15.1,1669.89,1563519
2,40,6,2,9,36,0,7,8.9,2674.39,2057212
1,28,4,2,9,44,0,7,11.9,1650.44,1685321
2,39,5,2,7,44,0,4,2.5,1321.1,262300
2,46,6,99,9,20,0,9,281.9,2283.02,943795
1,61,7,99,5,40,0,10,158.7,2776.01,28796
1,28,4,8,7,44,0,8,1.3,1284.43,654195
2,43,6,8,7,44,0,5,14.8,1978.94,1933070
1,69,8,99,7,40,0,10,596.5,6408.02,1401421
1,48,6,99,7,40,0,10,165.0,2009.27,1293173
1,43,6,8,5,44,0,8,4.1,1318.43,1180212
1,57,7,99,9,40,0,10,215.9,8260.83,1023652
1,41,6,9,7,44,0,7,8.7,4015.19,1455088
2,46,6,99,9,44,0,9,165.3,4857.62,1984557
1,34,5,8,9,44,0,7,32.7,8201.42,1673867
2,25,4,9,4,44,0,2,9.5,1176.99,179735
2,38,5,99,7,40,0,10,197.7,2635.49,2391352
2,41,6,99,7,30,0,10,50.5,2137.59,849086
1,34,5,6,4,44,0,8,57.6,2032.85,12309
1,63,7,2,7,36,0,8,75.7,3054.02,1463659
1,24,3,8,7,44,0,10,5.3,1395.75,633123
1,31,5,8,2,44,0,10,0.9,636.52,2213197
1,42,6,9,7,44,0,8,17.4,1407.09,1322184
1,33,5,8,7,44,0,8,75.7,1512.39,1398370
1,47,6,8,5,44,0,10,15.5,2579.91,1208467
1,41,6,2,7,44,0,5,151.9,2074.87,2297356
1,41,6,9,7,44,0,2,61.9,1191.54,1520971
1,24,3,9,7,44,0,2,3.5,1063.28,50086
1,42,6,8,7,44,0,7,28.7,2601.74,1520783
2,36,5,8,9,44,0,5,3.2,350.84,302940
2,35,5,8,2,44,0,9,78.6,1317.37,1698014
1,34,5,2,5,44,0,10,173.3,7041.0,1214082
2,25,4,8,7,44,0,4,15.7,1393.38,869149
2,50,7,99,5,40,0,8,231.8,2055.9,181272
1,23,3,8,6,44,0,10,47.4,1784.55,43334
2,54,7,9,9,40,0,10,10.9,3569.76,2439077
1,34,5,8,7,36,0,8,14.5,1658.94,1503440
2,28,4,8,6,44,0,7,90.4,1103.14,772444
1,27,4,8,7,41,0,9,7.5,1877.36,1476820
1,44,6,2,5,40,0,10,29.5,1272.45,1162955
2,24,3,8,8,44,0,3,2.9,1189.89,1956802
1,54,7,99,5,36,0,9,137.9,1104.28,1159861
2,29,4,8,7,44,0,6,127.4,2618.43,204189
1,39,5,8,7,44,0,10,64.3,3852.66,668660
1,60,7,99,9,20,0,10,392.8,9979.49,1631535
1,27,4,9,7,44,0,9,19.2,2321.82,1371882
2,40,6,9,5,40,0,10,20.9,1059.5,2358929
1,35,5,99,7,40,0,10,44.9,1296.74,558566
1,36,5,9,7,44,0,2,30.9,1169.29,491500
2,34,5,99,7,30,0,9,25.3,2643.26,1907003
2,30,5,4,7,44,0,4,76.9,1233.45,1911956
1,26,4,4,7,44,0,7,38.9,1902.99,1511217
2,32,5,8,9,36,0,8,52.6,4614.39,2456726
2,28,4,8,7,44,0,7,1.4,1026.53,1864290
2,40,6,99,7,44,0,10,135.9,1582.68,1869123
2,59,7,99,9,40,0,10,35.9,4943.03,2027096
1,42,6,8,4,44,0,3,18.9,1492.04,2221186
2,27,4,9,7,36,0,5,10.5,1390.65,1841423
2,39,5,99,9,44,0,10,57.9,4382.6,1976839
1,51,7,99,7,40,0,9,112.6,4274.18,1434028
1,41,6,99,5,40,0,10,1.4,1241.12,1167978
2,61,7,99,7,40,0,10,333.9,1278.34,222856
1,73,8,99,9,40,0,7,67.9,1818.0,733215
2,32,5,8,7,13,0,3,41.9,1871.05,1858847
2,35,5,99,7,40,0,6,10.9,2279.71,262682
2,42,6,2,7,40,0,10,14.1,2043.83,202018
2,22,3,8,9,36,0,8,7.6,3023.08,919969
1,62,7,99,9,20,0,10,160.9,8127.43,1637797
1,53,7,8,7,44,0,5,61.5,4137.9,2132725
1,43,6,8,5,44,0,7,151.1,1451.63,2231269
2,41,6,8,7,44,0,6,30.5,1627.42,2408739
1,43,6,99,7,40,0,8,149.8,1881.75,513406
2,33,5,9,9,40,0,10,9.9,4663.17,1062488
1,20,3,8,7,44,0,10,17.2,1312.05,1295728
1,22,3,4,7,44,0,7,0.3,605.55,2309951
1,23,3,8,7,44,0,9,2.5,846.81,1338454
2,42,6,99,9,40,0,10,162.8,5140.53,1996376
2,30,5,2,9,37,0,6,95.5,4287.77,958709
1,23,3,9,7,44,0,2,16.6,1469.14,2269035
1,30,5,2,7,44,0,4,6.9,1386.27,1304698
1,59,7,8,7,44,0,9,25.2,6697.36,2302688
1,43,6,99,7,30,0,10,44.9,2567.95,1320708
1,30,5,4,7,44,0,4,1.8,1408.11,2317823
1,61,7,2,9,40,0,5,109.4,6016.16,2327660
1,28,4,8,7,44,0,10,110.3,2059.26,651836
2,45,6,99,9,30,0,6,263.8,3474.0,2424942
1,36,5,8,9,38,0,10,177.5,7975.28,1685074
2,40,6,9,7,40,0,10,6.8,2057.89,229282
1,31,5,9,7,44,0,4,23.9,1339.32,671421
1,21,3,8,8,44,0,9,1.7,1259.78,147081
2,55,7,99,5,30,0,10,14.7,1476.09,1719053
1,24,3,8,7,44,0,8,18.9,1100.48,1579710
2,30,5,99,9,25,0,10,21.9,3050.84,425133
2,52,7,99,7,40,0,10,283.9,1346.69,225364
1,36,5,8,9,44,0,9,7.8,16158.43,712464
2,48,6,8,9,40,0,10,46.9,16035.86,2041619
1,39,5,8,4,44,0,4,1.4,731.72,1134274
1,38,5,99,7,40,0,10,104.7,1420.3,546497
2,38,5,2,7,44,0,6,0.9,1249.8,1875268
2,31,5,8,9,44,0,4,91.5,2638.56,928031
1,28,4,8,7,44,0,9,30.3,1883.96,556117
2,39,5,8,6,40,0,7,51.9,1046.01,2361685
1,62,7,2,7,44,0,5,25.3,2539.22,52792
2,41,6,99,9,30,0,10,10.9,2279.73,932457
1,60,7,8,7,44,0,7,74.3,1431.16,1334204
2,23,3,99,7,40,0,10,18.6,1035.91,203341
1,42,6,8,7,42,0,9,86.7,1616.74,1403038
2,36,5,8,7,44,0,6,23.4,1353.27,776210
1,24,3,8,5,36,0,8,5.5,1325.65,1221153
1,44,6,99,7,30,0,10,91.1,1285.96,1315806
1,56,7,99,9,30,0,10,347.2,13872.78,1659800
1,35,5,8,7,36,0,10,20.0,1348.8,1355776
2,22,3,8,5,44,0,10,23.5,1655.12,180302
1,31,5,8,7,44,0,4,2.7,998.89,527398
1,58,7,99,7,30,0,10,307.0,4412.31,508521
2,25,4,9,7,44,0,2,1.9,1038.51,1760250
2,29,4,9,4,44,0,4,18.9,1161.73,1707074
1,55,7,8,7,44,0,8,312.2,4194.34,617398
1,30,5,8,7,44,0,8,27.6,1570.31,573278
1,21,3,9,6,44,0,4,3.3,971.85,35258
1,31,5,99,7,30,0,10,5.9,1043.81,1320489
1,40,6,99,9,30,0,9,129.0,15013.51,1645747
1,53,7,99,7,30,0,10,346.5,8526.4,1308803
1,31,5,8,7,44,0,7,11.9,1154.58,1365213
1,24,3,8,7,38,0,10,37.5,2586.55,1525208
1,35,5,8,7,44,0,10,2.8,8602.69,622680
2,61,7,99,2,36,0,10,221.9,1725.98,1694272
2,39,5,99,9,30,0,10,158.4,8217.45,2029976
1,24,3,2,9,42,0,10,65.3,3577.17,709010
1,42,6,8,7,6,0,9,215.9,4030.65,1001776
1,38,5,8,4,44,0,7,96.0,2184.68,453924
1,33,5,4,4,44,0,10,76.6,2018.07,11297
1,28,4,8,7,44,0,8,27.6,2153.58,497754
2,51,7,99,9,30,0,10,189.6,2772.13,940994
2,27,4,2,7,44,0,2,74.9,922.97,398576
2,30,5,99,4,40,0,7,10.9,1126.52,2355056
1,53,7,99,9,40,0,10,132.4,15525.56,2339540
1,39,5,99,7,40,0,10,37.3,2382.18,1538589
1,57,7,99,9,30,0,6,37.4,5374.66,704269
1,70,8,99,9,40,0,10,214.9,3821.63,165670
2,20,3,8,7,20,0,9,4.6,477.85,2370863
2,38,5,2,9,44,0,8,105.5,1422.92,1995012
1,45,6,99,9,40,0,10,127.3,4864.29,2346877
1,29,4,9,7,44,0,4,5.9,1344.39,341679
1,57,7,8,9,40,0,4,350.9,5464.72,2338392
2,28,4,4,7,34,0,7,21.6,1684.18,1794909
1,31,5,8,2,44,0,2,40.9,2050.16,1091427
2,37,5,8,7,44,0,7,43.6,1237.48,411371
1,39,5,8,7,44,0,7,16.5,1384.79,1514025
1,56,7,8,7,44,0,8,184.7,2000.89,1352618
2,30,5,9,4,44,0,5,14.9,1179.26,1711525
1,21,3,2,7,44,0,2,9.7,995.45,1367593
2,35,5,8,7,36,0,6,11.9,1225.02,844901
1,51,7,8,3,44,0,4,197.9,1124.35,1114219
1,42,6,8,2,44,0,10,20.4,1494.05,5877
1,56,7,99,9,44,0,10,255.9,2353.39,705078
1,46,6,99,9,30,0,10,307.4,5236.98,2151762
1,36,5,2,7,44,0,3,26.9,1207.61,60688
1,33,5,2,7,42,0,8,13.8,1828.95,1348374
1,44,6,4,7,40,0,10,100.5,4504.77,111579
2,30,5,8,7,44,0,7,25.9,904.48,1049686
1,44,6,9,2,44,0,7,45.9,1362.63,442169
1,20,3,2,7,44,0,6,14.6,1436.23,355282
1,29,4,8,7,44,0,5,5.9,1140.25,335186
1,65,8,99,7,25,0,10,343.1,1180.26,334338
2,43,6,9,9,40,0,10,21.3,1306.2,2447959
2,37,5,99,9,20,0,10,21.4,2359.13,2000888
1,35,5,8,3,44,0,2,18.9,1147.93,6481
1,37,5,99,7,30,0,10,149.0,2308.97,1448219
1,30,5,2,7,44,0,3,43.4,1527.67,140166
1,38,5,8,7,38,0,10,60.9,3069.73,1527645
2,41,6,8,7,44,0,4,4.9,1045.66,388388
2,38,5,2,7,44,0,2,233.9,1277.41,253270
2,22,3,8,9,44,0,5,3.9,2387.94,2087910
2,43,6,99,9,40,0,10,191.8,14811.63,291460
2,23,3,8,7,44,0,7,42.8,1596.12,2177827
2,61,7,99,4,30,0,10,358.9,1450.75,1707905
2,37,5,99,9,30,0,10,10.4,2038.05,425579
2,44,6,99,9,20,0,10,175.7,10265.72,2009662
2,55,7,8,6,44,0,8,3.7,1094.95,1740878
2,69,8,99,9,30,0,10,414.4,7854.98,944221
1,32,5,8,7,44,0,9,110.6,2350.73,1554033
1,34,5,8,7,44,0,7,27.8,2869.48,1507504
2,49,6,99,9,40,0,10,178.9,5973.59,1984949
1,38,5,8,7,44,0,7,30.8,1451.92,1390439
2,63,7,99,9,40,0,10,262.2,5991.7,1994278
1,46,6,8,7,44,0,8,8.2,2125.52,668124
2,46,6,8,6,44,0,10,168.9,1105.11,1745394
2,30,5,99,7,40,0,8,69.9,1552.99,2173293
1,36,5,4,4,44,0,6,13.3,2307.83,13302
1,34,5,8,7,40,0,10,79.8,2632.04,1435148
1,39,5,99,9,40,0,8,68.9,3034.96,2153210
2,30,5,9,9,44,0,5,7.9,2553.06,310074
1,32,5,8,8,44,0,4,26.9,846.98,687879
1,31,5,8,7,44,0,4,16.9,1123.9,1590360
2,26,4,2,7,44,0,5,13.1,1137.89,891915
1,33,5,9,7,44,0,2,9.8,1175.11,2110598
2,47,6,2,7,44,0,5,4.5,1141.81,869644
1,30,5,8,7,44,0,8,102.5,2180.46,61741
1,46,6,9,7,44,0,3,13.9,3495.18,1586686
1,55,7,8,7,44,0,2,17.9,2081.17,54608
2,41,6,99,2,40,0,10,199.0,1568.44,173778
1,46,6,2,10,40,0,6,204.9,36331.33,1691253
1,31,5,8,7,44,0,6,6.1,1119.45,571811
1,27,4,8,7,44,0,8,12.9,1224.78,1484776
2,31,5,99,9,40,0,8,81.4,12364.53,278483
1,31,5,8,7,44,0,6,8.9,3144.96,2300132
2,42,6,99,7,40,0,10,101.7,1750.01,245153
2,44,6,99,9,40,0,10,256.9,5241.98,1981667
2,44,6,99,9,24,0,8,113.9,2200.19,292867
2,36,5,8,7,40,0,10,5.7,2109.24,216264
1,35,5,8,7,44,0,5,99.9,1688.24,1393205
2,53,7,8,2,40,0,10,9.9,1120.09,1697990
1,61,7,99,9,40,0,10,369.6,14160.77,154929
1,29,4,8,7,44,0,5,25.3,1546.02,1580814
1,48,6,99,7,40,0,10,37.7,1172.23,86179
2,35,5,9,7,44,0,4,49.7,973.36,1754719
1,44,6,8,7,44,0,5,3.5,1700.25,352502
1,38,5,8,7,44,0,7,182.9,2249.01,1464500
1,33,5,8,6,44,0,7,37.6,1540.05,2241564
1,33,5,8,8,44,0,8,11.0,1141.42,693650
1,46,6,8,7,44,0,6,84.8,1563.5,1295083
1,56,7,99,7,30,0,8,414.9,5220.94,525175
2,19,3,8,7,44,0,3,10.5,1318.14,1763885
1,52,7,8,7,28,0,5,38.7,3350.04,1492238
1,41,6,99,9,30,0,10,58.5,3382.24,728677
